,text,Label,Transcript,Canonical,Error
2699,WE ARE OPEN EVERY MONDAY EVENING ,TRAIN/DR5/MEGJ0/SX257.wav,W IY AA R OW P AH N EH V ER IY M AH N D IY IY V N IH NG,W IY AA R OW P AH N EH V ER IY M AH N D IY IY V N IH NG,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2700,DEVELOPMENT REQUIRES A LONG TERM APPROACH ,TRAIN/DR5/FEAR0/SI1252.wav,D IH V EH L AH P M AH N T R IY K W AY ER Z AH L AO NG T ER M AH P R OW CH,D IH V EH L AH P M AH N T R IY K W AY ER Z AH L AO NG T ER M AH P R OW CH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2701,CAN THE AGENCY OVERTHROW ALIEN FORCES ,TRAIN/DR5/FEAR0/SX262.wav,K AE N DH AH EY JH AH N S IY OW V ER TH R OW EY L IY AH N F AO R S IH Z,K AE N DH AH EY JH AH N S IY OW V ER TH R OW EY L IY AH N F AO R S IH Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2702,THE TRIUMPHANT WARRIOR EXHIBITED NAIVE HEROISM ,TRAIN/DR5/FEAR0/SX172.wav,DH AH T R AY AH M F AH N T W AO R IY ER IH G Z IH B AH T AH D N AY IY V HH EH R OW IH Z AH M,DH AH T R AY AH M F AH N T W AO R IY ER IH G Z IH B AH T AH D N AY IY V HH EH R OW IH Z AH M,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2703,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR5/FEAR0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2704,THE MASTER'S HAND HAS LOST NONE OF ITS CRAFT ,TRAIN/DR5/FEAR0/SI622.wav,DH AH M AE S T ER Z HH AE N D HH AE Z L AO S T N AH N AH V IH T S K R AE F T,DH AH M AE S T ER Z HH AE N D HH AE Z L AO S T N AH N AH V IH T S K R AE F T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2705,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR5/FEAR0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2706,ACCORDING TO MY INTERPRETATION OF THE PROBLEM  TWO LINES MUST BE PERPENDICULAR ,TRAIN/DR5/FEAR0/SX352.wav,AH K AO R D IH NG T UW M AY IH N T ER P R IH T EY SH AH N AH V DH AH P R AA B L AH M T UW L AY N Z M AH S T B IY P ER P AH N D IH K Y AH L ER,AH K AO R D IH NG T UW M AY IH N T ER P R IH T EY SH AH N AH V DH AH P R AA B L AH M T UW L AY N Z M AH S T B IY P ER P AH N D IH K Y AH L ER,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2707,GOOD SERVICE SHOULD BE REWARDED BY BIG TIPS ,TRAIN/DR5/FEAR0/SX82.wav,G UH D S ER V AH S SH UH D B IY R IH W AO R D IH D B AY B IH G T IH P S,G UH D S ER V AH S SH UH D B IY R IH W AO R D IH D B AY B IH G T IH P S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2708,SUBURBAN HOUSEWIVES OFTEN SUFFER FROM THE GAB HABIT ,TRAIN/DR5/FEAR0/SX442.wav,S AH B ER B AH N HH AW S W AY V Z AO F T AH N S AH F ER F R AH M DH AH G AE B HH AE B AH T,S AH B ER B AH N HH AW S W AY V Z AO F T AH N S AH F ER F R AH M DH AH G AE B HH AE B AH T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2709,GUERRILLAS WERE RACING TOWARD HIM ,TRAIN/DR5/FEAR0/SI1882.wav,G ER IH L AH Z W ER R EY S IH NG T AH W AO R D HH IH M,G ER IH L AH Z W ER R EY S IH NG T AH W AO R D HH IH M,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2710,WE LIKE BLEU CHEESE BUT VICTOR PREFERS SWISS CHEESE ,TRAIN/DR5/FDTD0/SX301.wav,W IY L AY K B L UW CH IY Z B AH T V IH K T ER P R AH F ER Z S W IH S CH IY Z,W IY L AY K B L UW CH IY Z B AH T V IH K T ER P R AH F ER Z S W IH S CH IY Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2711,ONLY THE BEST PLAYERS ENJOY POPULARITY ,TRAIN/DR5/FDTD0/SX211.wav,OW N L IY DH AH B EH S T P L EY ER Z EH N JH OY P AA P Y AH L EH R AH T IY,OW N L IY DH AH B EH S T P L EY ER Z EH N JH OY P AA P Y AH L EH R AH T IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2712,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR5/FDTD0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2713,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR5/FDTD0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2714,THEY ALL LIKE LONG HOT SHOWERS ,TRAIN/DR5/FDTD0/SX391.wav,DH EY AO L L AY K L AO NG HH AA T SH AW ER Z,DH EY AO L L AY K L AO NG HH AA T SH AW ER Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2715,THE SURGEON CARRIED A CAGE OF LIVE PIGEONS ,TRAIN/DR5/FDTD0/SI1561.wav,DH AH S ER JH AH N K AE R IY D AH K EY JH AH V L AY V P IH JH AH N Z,DH AH S ER JH AH N K AE R IY D AH K EY JH AH V L AY V P IH JH AH N Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2716,SHE DIDN'T EVEN GIVE ME A CHANCE TO REFUSE ,TRAIN/DR5/FDTD0/SI2191.wav,SH IY D IH D AH N T IY V IH N G IH V M IY AH CH AE N S T UW R AH F Y UW Z,SH IY D IH D AH N T IY V IH N G IH V M IY AH CH AE N S T UW R AH F Y UW Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2717,THE GROUNDHOG CLEARLY SAW HIS SHADOW  BUT STAYED OUT ONLY A MOMENT ,TRAIN/DR5/FDTD0/SX321.wav,DH AH G R AW N D HH AA G K L IH R L IY S AO HH IH Z SH AE D OW B AH T S T EY D AW T OW N L IY AH M OW M AH N T,DH AH G R AW N D HH AA G K L IH R L IY S AO HH IH Z SH AE D OW B AH T S T EY D AW T OW N L IY AH M OW M AH N T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2718,TRESPASSING IS FORBIDDEN AND SUBJECT TO PENALTY ,TRAIN/DR5/FDTD0/SX121.wav,T R EH S P AE S IH NG IH Z F AO R B IH D AH N AH N D S AH B JH EH K T T UW P EH N AH L T IY,T R EH S P AE S IH NG IH Z F AO R B IH D AH N AH N D S AH B JH EH K T T UW P EH N AH L T IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2719,OFTEN SHE FAILS TO GAIN SEXUAL SATISFACTION ,TRAIN/DR5/FDTD0/SI931.wav,AO F T AH N SH IY F EY L Z T UW G EY N S EH K SH UW AH L S AE T AH S F AE K SH AH N,AO F T AH N SH IY F EY L Z T UW G EY N S EH K SH UW AH L S AE T AH S F AE K SH AH N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2720,RALPH PREPARED RED SNAPPER WITH FRESH LEMON SAUCE FOR DINNER ,TRAIN/DR5/MDHL0/SX449.wav,R AE L F P R IY P EH R D R EH D S N AE P ER W IH DH F R EH SH L EH M AH N S AO S F AO R D IH N ER,R AE L F P R IY P EH R D R EH D S N AE P ER W IH DH F R EH SH L EH M AH N S AO S F AO R D IH N ER,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2721,THE SYSTEM MAY BREAK DOWN SOON  SO SAVE YOUR FILES FREQUENTLY ,TRAIN/DR5/MDHL0/SX359.wav,DH AH S IH S T AH M M EY B R EY K D AW N S UW N S OW S EY V Y AO R F AY L Z F R IY K W AH N T L IY,DH AH S IH S T AH M M EY B R EY K D AW N S UW N S OW S EY V Y AO R F AY L Z F R IY K W AH N T L IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2722,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR5/MDHL0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2723,IT'S HARD TO TELL AN ORIGINAL FROM A FORGERY ,TRAIN/DR5/MDHL0/SX89.wav,IH T S HH AA R D T UW T EH L AE N ER IH JH AH N AH L F R AH M AH F AO R JH ER IY,IH T S HH AA R D T UW T EH L AE N ER IH JH AH N AH L F R AH M AH F AO R JH ER IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2724,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR5/MDHL0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2725,HIS HEAD CAME UP AND HE SAID IT DEFIANTLY ,TRAIN/DR5/MDHL0/SI2069.wav,HH IH Z HH EH D K EY M AH P AH N D HH IY S EH D IH T D IH F AY AH N T L IY,HH IH Z HH EH D K EY M AH P AH N D HH IY S EH D IH T D IH F AY AH N T L IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2726,TOPOGRAPHY    TOPOGRAPHY IS VERY IMPORTANT ,TRAIN/DR5/MDHL0/SI809.wav,T AH P AA G R AH F IY T AH P AA G R AH F IY IH Z V EH R IY IH M P AO R T AH N T,T AH P AA G R AH F IY T AH P AA G R AH F IY IH Z V EH R IY IH M P AO R T AH N T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2727,WE COULD BARELY SEE THE FJORDS THROUGH THE SNOW FLURRIES ,TRAIN/DR5/MDHL0/SX179.wav,W IY K UH D B EH R L IY S IY DH AH F Y AO R D Z TH R UW DH AH S N OW F L ER IY Z,W IY K UH D B EH R L IY S IY DH AH F Y AO R D Z TH R UW DH AH S N OW F L ER IY Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2728,SIMPLE ELONGATION HAS BEEN TREATED IN DETAIL ,TRAIN/DR5/MDHL0/SI1439.wav,S IH M P AH L IY L AO NG G EY SH AH N HH AE Z B IH N T R IY T IH D IH N D IH T EY L,S IH M P AH L IY L AO NG G EY SH AH N HH AE Z B IH N T R IY T IH D IH N D IH T EY L,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2729,DO ATYPICAL FARMERS GROW OATS ,TRAIN/DR5/MDHL0/SX269.wav,D UW EY T IH P IH K AH L F AA R M ER Z G R OW OW T S,D UW EY T IH P IH K AH L F AA R M ER Z G R OW OW T S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2730,HE WHO DOES NOT LOVE ABIDES IN DEATH ,TRAIN/DR5/FSAG0/SI693.wav,HH IY HH UW D AH Z N AA T L AH V AH B AY D Z IH N D EH TH,HH IY HH UW D AH Z N AA T L AH V AH B AY D Z IH N D EH TH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2731,LOUSINESS IS A PREREQUISITE FOR EPIDEMIC TYPHUS ,TRAIN/DR5/FSAG0/SI1323.wav,L AW Z IY N AH S IH Z AH P R IY R EH K W AH Z AH T F AO R EH P AH D EH M IH K T AY F AH S,L AW Z IY N AH S IH Z AH P R IY R EH K W AH Z AH T F AO R EH P AH D EH M IH K T AY F AH S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2732,CONTINENTAL DRIFT IS A GEOLOGICAL THEORY ,TRAIN/DR5/FSAG0/SX63.wav,K AA N T AH N EH N T AH L D R IH F T IH Z AH JH IY AH L AA JH IH K AH L TH IH R IY,K AA N T AH N EH N T AH L D R IH F T IH Z AH JH IY AH L AA JH IH K AH L TH IH R IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2733,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR5/FSAG0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2734,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR5/FSAG0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2735,SCHOLASTIC APTITUDE IS JUDGED BY STANDARDIZED TESTS ,TRAIN/DR5/FSAG0/SX153.wav,S K AH L AE S T IH K AE P T AH T UW D IH Z JH AH JH D B AY S T AE N D ER D AY Z D T EH S T S,S K AH L AE S T IH K AE P T AH T UW D IH Z JH AH JH D B AY S T AE N D ER D AY Z D T EH S T S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2736,SMASH LIGHTBULBS AND THEIR CASH VALUE WILL DIMINISH TO NOTHING ,TRAIN/DR5/FSAG0/SX423.wav,S M AE SH L AY T B AH L B Z AH N D DH EH R K AE SH V AE L Y UW W IH L D IH M IH N IH SH T UW N AH TH IH NG,S M AE SH L AY T B AH L B Z AH N D DH EH R K AE SH V AE L Y UW W IH L D IH M IH N IH SH T UW N AH TH IH NG,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2737,WHERE'RE YOU TAKIN' ME ,TRAIN/DR5/FSAG0/SI1953.wav,W EH R ER Y UW T EY K IH N M IY,W EH R ER Y UW T EY K IH N M IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2738,AN ADULT MALE BABOON'S TEETH ARE NOT SUITABLE FOR EATING SHELLFISH ,TRAIN/DR5/FSAG0/SX333.wav,AE N AH D AH L T M EY L B AE B UW N Z T IY TH AA R N AA T S UW T AH B AH L F AO R IY T IH NG SH EH L F IH SH,AE N AH D AH L T M EY L B AE B UW N Z T IY TH AA R N AA T S UW T AH B AH L F AO R IY T IH NG SH EH L F IH SH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2739,THEY ALL AGREE THAT THE ESSAY IS BARELY INTELLIGIBLE ,TRAIN/DR5/FSAG0/SX243.wav,DH EY AO L AH G R IY DH AE T DH AH EH S EY IH Z B EH R L IY IH N T EH L AH JH AH B AH L,DH EY AO L AH G R IY DH AE T DH AH EH S EY IH Z B EH R L IY IH N T EH L AH JH AH B AH L,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2740,A HUGE TAPESTRY HUNG IN HER HALLWAY ,TRAIN/DR5/MJRG0/SX106.wav,AH HH Y UW JH T AE P AH S T R IY HH AH NG IH N HH ER HH AO L W EY,AH HH Y UW JH T AE P AH S T R IY HH AH NG IH N HH ER HH AO L W EY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2741,ALSO MAKE SURE THERMOMETER DOES NOT TOUCH THE REVOLVING SPIT OR HIT THE COALS ,TRAIN/DR5/MJRG0/SI736.wav,AO L S OW M EY K SH UH R TH ER M AA M AH T ER D AH Z N AA T T AH CH DH AH R IY V AA L V IH NG S P IH T AO R HH IH T DH AH K OW L Z,AO L S OW M EY K SH UH R TH ER M AA M AH T ER D AH Z N AA T T AH CH DH AH R IY V AA L V IH NG S P IH T AO R HH IH T DH AH K OW L Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2742,A ROLL OF WIRE LAY NEAR THE WALL ,TRAIN/DR5/MJRG0/SX16.wav,AH R OW L AH V W AY ER L EY N IH R DH AH W AO L,AH R OW L AH V W AY ER L EY N IH R DH AH W AO L,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2743,WOMEN MAY NEVER BECOME COMPLETELY EQUAL TO MEN ,TRAIN/DR5/MJRG0/SX376.wav,W IH M AH N M EY N EH V ER B IH K AH M K AH M P L IY T L IY IY K W AH L T UW M EH N,W IH M AH N M EY N EH V ER B IH K AH M K AH M P L IY T L IY IY K W AH L T UW M EH N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2744,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR5/MJRG0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2745,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR5/MJRG0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2746,ACCORDING TO MY INTERPRETATION OF THE PROBLEM  TWO LINES MUST BE PERPENDICULAR ,TRAIN/DR5/MJRG0/SX352.wav,AH K AO R D IH NG T UW M AY IH N T ER P R IH T EY SH AH N AH V DH AH P R AA B L AH M T UW L AY N Z M AH S T B IY P ER P AH N D IH K Y AH L ER,AH K AO R D IH NG T UW M AY IH N T ER P R IH T EY SH AH N AH V DH AH P R AA B L AH M T UW L AY N Z M AH S T B IY P ER P AH N D IH K Y AH L ER,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2747,OUR CAMPUS  UNFORTUNATELY  OWNS NO FILMS ,TRAIN/DR5/MJRG0/SI1366.wav,AW ER K AE M P AH S AH N F AO R CH AH N AH T L IY OW N Z N OW F IH L M Z,AW ER K AE M P AH S AH N F AO R CH AH N AH T L IY OW N Z N OW F IH L M Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2748,YOU SHALL SEE HER AT DINNER ,TRAIN/DR5/MJRG0/SI1996.wav,Y UW SH AE L S IY HH ER AE T D IH N ER,Y UW SH AE L S IY HH ER AE T D IH N ER,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2749,IN EVERY MAJOR CLOVERLEAF  TRAFFIC SOMETIMES GETS BACKED UP ,TRAIN/DR5/MJRG0/SX286.wav,IH N EH V ER IY M EY JH ER K L OW V ER L IY F T R AE F IH K S AH M T AY M Z G EH T S B AE K T AH P,IH N EH V ER IY M EY JH ER K L OW V ER L IY F T R AE F IH K S AH M T AY M Z G EH T S B AE K T AH P,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2750,COTTAGE CHEESE WITH CHIVES IS DELICIOUS ,TRAIN/DR5/MDWH0/SX305.wav,K AA T AH JH CH IY Z W IH DH CH AY V Z IH Z D IH L IH SH AH S,K AA T AH JH CH IY Z W IH DH CH AY V Z IH Z D IH L IH SH AH S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2751,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR5/MDWH0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
